Comment,Predicted Class,Label
volume be low,negative,2
thanks much take time put fre beginer tutorial found easy folow step step instruction thank,positive,1
have instal java but why jre folder not show program filejava can help,imperative,5
dont se jre file jdk do do something wrong ?,interrogative,4
turn microphone,imperative,5
how know window java be instal,interrogative,4
finaly can start learn thank much,positive,1
data enginer data analyst br which be wel background student bcom,interrogative,4
doctor wil replace data science,miscellaneous,6
helo codebasics thank much video help reduce stres learn journey how do get video mention ? im take advice folow roadmap ned aces first video excel others program language library,interrogative,4
can have plan related link coment box ?,interrogative,4
thank create fre structure program data science be confuse amp scar lok number online course available today wasnt get right guidance doubt get clear video wasnt would have cheat paid online course provider be savior,positive,1
sir didnt mention learn eda cold elaborate that litle bit pls ?,interrogative,4
be best video til help student start data science carer thankyou much,positive,1
nice video,positive,1
wow amaze,positive,1
be href background pas mean be be age wil hindrance get hire data enginer ? please sugest,interrogative,4
sir age be can can start,interrogative,4
people totaly irelevant background can do data science how can c guy have advantage ? what can do prove that ?,interrogative,4
can make video program language online resource learn,interrogative,4
can please create something similar ba,interrogative,4
sir great video know do not give reply sir im also learn data science im panda next be learn dep learn sir plz tel learn thing ful focus what kind earn wil expect ? frelance,interrogative,4
thank much be helpful,positive,1
thank sir,positive,1
search type video nice presentation god listen thank,positive,1
video realy motivate thank sir,positive,1
finaly can start learn thank much,positive,1
data enginer data analyst br which be wel background student bcom,interrogative,4
doctor wil replace data science,miscellaneous,6
helo codebasics thank much video help reduce stres learn journey how do get video mention ? im take advice folow roadmap ned aces first video excel others program language library,interrogative,4
can have plan related link coment box ?,interrogative,4
thank create fre structure program data science be confuse amp scar lok number online course available today wasnt get right guidance doubt get clear video wasnt would have cheat paid online course provider be savior,positive,1
sir didnt mention learn eda cold elaborate that litle bit pls ?,interrogative,4
thank much be helpful,interrogative,4
helo be discord bot dev wana thank video great pleasure,positive,1
be lose be like normal instalation would not work ?,negative,2
help much be trouble downlaoding replay mod,positive,1
dont have local disc drive what do do ?,interrogative,4
video be block thing end dont know what last thing do be,negative,2
want donwload remember hehehe,positive,1
love,positive,1
thank much be realy helpful,positive,1
awesome,positive,1
thanks ir work krita saludos,positive,1
thanks milion man help like light year worthy time,positive,1
didnt work,negative,2
nice love painles how video,positive,1
sir be hero thanks bunch,positive,1
lol saw hakwin downloadsxd,miscellaneous,6
thanks man nice vid,positive,1
thanks video help,positive,1
thanks man hope wil work opentonz,positive,1
make next video how can use please thanks share be wait next video,imperative,5
european can not stand amount fake emotion why wasnt born bomer ?,miscellaneous,6
think input vector have subscript ned have amount row column weight matrix be indexed think anyways also think ned thre bias have thre input be mistaken ? genuienly not sure anymore,imperative,5
do not understand use resolve xor but im not realy god english listener thanks clarification what be hiden layer would know how use two layer why use,positive,1
have never learn program formaly start cod chalenge ive start journey neural network thank much,positive,1
absolutely love step one ns be always intuitive easy but get complicate thanks take time explain wel much depth,positive,1
href ? vqwkywosiamptmsa think should wij ij bi gtgtgt since,corrective,3
amaze video help lot data structure course project dep learn theme,positive,1
love guy energy explanation briliant teacher,positive,1
god adition would ad multiclas clasification lecture,imperative,5
can someone explain why xor cant achieve one perceptron ?,interrogative,4
should first thank make u understod why single neuron wil not work but honestly do not get how two neuron wil work two neuron wil have output activation function but not able imagine how be actualy help narow problemcan visual way understand what be hapen hiden layer be pasing input next layer,interrogative,4
quotroses be red violet be blue math be easy neural network toquotbr quotfk lifequot,miscellaneous,6
wtf be u ? be atching indian explain math apear video end,negative,2
ned popular be know how efective click bait be phew,positive,1
href ? vxvmjpfobamptmsa can use strip method eliminate white space ? ?,interrogative,4
awesomebr thanks lotit be helpfulbr could pls tel how scrape multiple web page ?,interrogative,4
thanks what can do signal website change code isnt work properly ?,interrogative,4
